RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,46046,Scottie Scheffler,3.102,12.406,12.291,.115,4
2,0,51634,Sahith Theegala,2.352,9.406,4.900,4.506,4
3,0,35450,Patrick Cantlay,2.102,8.406,8.136,.270,4
3,0,51766,Wyndham Clark,2.102,8.406,4.676,3.730,4
5,0,49771,J.T. Poston,1.852,7.406,3.687,3.719,4
5,0,36699,Patrick Rodgers,1.852,7.406,.593,6.813,4
5,0,49960,Sepp Straka,1.852,7.406,3.557,3.849,4
5,0,33448,Justin Thomas,1.852,7.406,4.740,2.666,4
9,0,50525,Collin Morikawa,1.602,6.406,3.061,3.345,4
10,0,52955,Ludvig Åberg,1.352,5.406,5.562,-.156,4
10,0,30926,Chris Kirk,1.352,5.406,6.434,-1.028,4
12,0,29725,Tony Finau,1.102,4.406,4.941,-.535,4
12,0,27644,Brian Harman,1.102,4.406,2.972,1.434,4
12,0,34098,Russell Henley,1.102,4.406,6.332,-1.926,4
12,0,39971,Sungjae Im,1.102,4.406,4.123,.283,4
12,0,28252,Seamus Power,1.102,4.406,2.266,2.140,4
17,0,57362,Austin Eckroat,0.852,3.406,2.882,.524,4
18,0,56630,Akshay Bhatia,0.602,2.406,.525,1.881,4
18,0,28089,Jason Day,0.602,2.406,-2.651,5.057,4
18,0,32102,Rickie Fowler,0.602,2.406,4.378,-1.972,4
18,0,29535,Brice Garnett,0.602,2.406,.228,2.178,4
18,0,35532,Tom Hoge,0.602,2.406,1.777,.629,4
18,0,36799,Stephan Jaeger,0.602,2.406,4.697,-2.291,4
18,0,37455,Si Woo Kim,0.602,2.406,3.284,-.878,4
18,0,55182,Tom Kim,0.602,2.406,-2.149,4.555,4
18,0,34256,Andrew Putnam,0.602,2.406,1.560,.846,4
18,0,48081,Xander Schauffele,0.602,2.406,-3.809,6.215,4
28,0,45522,Christiaan Bezuidenhout,0.352,1.406,-2.241,3.647,4
28,0,33653,Thomas Detry,0.352,1.406,-3.879,5.285,4
28,0,34099,Harris English,0.352,1.406,-1.257,2.663,4
28,0,40098,Matt Fitzpatrick,0.352,1.406,-.701,2.107,4
28,0,47993,Denny McCarthy,0.352,1.406,-1.922,3.328,4
33,0,47591,Eric Cole,0.102,0.406,-.279,.685,4
33,0,25900,Lucas Glover,0.102,0.406,.808,-.402,4
33,0,48117,Kurt Kitayama,0.102,0.406,4.929,-4.523,4
33,0,28237,Rory McIlroy,0.102,0.406,1.864,-1.458,4
33,0,38991,Alejandro Tosti,0.102,0.406,3.409,-3.003,4
33,0,40006,Erik van Rooyen,0.102,0.406,.228,.178,4
39,0,35506,Mackenzie Hughes,-0.149,-0.594,-4.463,3.869,4
39,0,34213,Grayson Murray,-0.149,-0.594,-4.317,3.723,4
39,0,34046,Jordan Spieth,-0.149,-0.594,-1.023,.429,4
42,0,33399,Adam Hadwin,-0.399,-1.594,-.075,-1.519,4
42,0,29221,Webb Simpson,-0.399,-1.594,.029,-1.623,4
44,0,47504,Sam Burns,-0.649,-2.594,-.207,-2.387,4
44,0,39997,Corey Conners,-0.649,-2.594,-1.137,-1.457,4
44,0,22405,Justin Rose,-0.649,-2.594,-3.455,.861,4
44,0,40115,Adam Svensson,-0.649,-2.594,-4.580,1.986,4
44,0,47483,Will Zalatoris,-0.649,-2.594,-1.089,-1.505,4
49,0,45157,Cam Davis,-0.899,-3.594,-.442,-3.152,4
49,0,30911,Tommy Fleetwood,-0.899,-3.594,-1.201,-2.393,4
49,0,34466,Peter Malnati,-0.899,-3.594,-5.266,1.672,4
49,0,48153,Matthieu Pavon,-0.899,-3.594,-.440,-3.154,4
49,0,47347,Adam Schenk,-0.899,-3.594,.263,-3.857,4
49,0,25493,Nick Taylor,-0.899,-3.594,-4.117,.523,4
55,0,33141,Keegan Bradley,-1.149,-4.594,-.180,-4.414,4
55,0,39977,Max Homa,-1.149,-4.594,.375,-4.969,4
55,0,57900,Chandler Phillips,-1.149,-4.594,-2.957,-1.637,4
58,0,34374,Erik Barnes,-1.399,-5.594,-5.324,-.270,4
58,0,54628,Lee Hodges,-1.399,-5.594,-4.390,-1.204,4
58,0,49947,Taylor Moore,-1.399,-5.594,.279,-5.873,4
58,0,30927,Brendon Todd,-1.399,-5.594,-1.508,-4.086,4
62,0,47420,Jake Knapp,-1.649,-6.594,-6.774,.180,4
62,0,57366,Cameron Young,-1.649,-6.594,-4.667,-1.927,4
64,0,31646,Emiliano Grillo,-1.899,-7.594,-8.538,.944,4
64,0,33204,Shane Lowry,-1.899,-7.594,.073,-7.667,4
64,0,31323,Gary Woodland,-1.899,-7.594,-7.939,.345,4
67,0,33948,Byeong Hun An,-2.149,-8.594,-1.079,-7.515,4
68,0,29478,Kevin Kisner,-2.899,-11.594,-9.306,-2.288,4
69,0,59866,Nick Dunlap,-3.149,-12.594,-6.452,-6.142,4
