RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,58,33141,Keegan Bradley,2.375,9.501,11.190,-1.689,4
2,38,52955,Ludvig Åberg,2.125,8.501,3.914,4.587,4
2,3,47504,Sam Burns,2.125,8.501,2.135,6.366,4
2,16,24502,Adam Scott,2.125,8.501,6.723,1.778,4
5,35,45157,Cam Davis,1.375,5.501,5.264,.237,4
5,17,30911,Tommy Fleetwood,1.375,5.501,4.063,1.438,4
5,45,37455,Si Woo Kim,1.375,5.501,3.972,1.529,4
5,-3,48081,Xander Schauffele,1.375,5.501,3.935,1.566,4
9,41,30926,Chris Kirk,1.125,4.501,3.364,1.137,4
9,21,27349,Alex Noren,1.125,4.501,.478,4.023,4
11,29,39971,Sungjae Im,0.875,3.501,4.017,-.516,4
11,57,28237,Rory McIlroy,0.875,3.501,2.162,1.339,4
13,20,33948,Byeong Hun An,0.625,2.501,-.617,3.118,4
13,-1,35450,Patrick Cantlay,0.625,2.501,2.194,.307,4
13,-6,51766,Wyndham Clark,0.625,2.501,.720,1.781,4
13,3,29725,Tony Finau,0.625,2.501,8.407,-5.906,4
13,33,35532,Tom Hoge,0.625,2.501,3.882,-1.381,4
13,37,33204,Shane Lowry,0.625,2.501,.947,1.554,4
13,9,40250,Taylor Pendrith,0.625,2.501,.110,2.391,4
13,48,49960,Sepp Straka,0.625,2.501,-3.304,5.805,4
13,-1,47483,Will Zalatoris,0.625,2.501,.497,2.004,4
22,28,39997,Corey Conners,0.375,1.501,2.037,-.536,4
22,8,34098,Russell Henley,0.375,1.501,2.042,-.541,4
22,-12,29420,Billy Horschel,0.375,1.501,3.417,-1.916,4
25,25,27644,Brian Harman,0.125,0.501,1.308,-.807,4
26,-24,46717,Viktor Hovland,-0.125,-0.499,5.382,-5.881,4
26,-17,47993,Denny McCarthy,-0.125,-0.499,-2.357,1.858,4
28,-10,40098,Matt Fitzpatrick,-0.375,-1.499,-4.046,2.547,4
28,5,51977,Max Greyserman,-0.375,-1.499,-7.902,6.403,4
28,-6,50525,Collin Morikawa,-0.375,-1.499,1.155,-2.654,4
31,15,33653,Thomas Detry,-0.625,-2.499,-4.997,2.498,4
31,-26,59866,Nick Dunlap,-0.625,-2.499,.972,-3.471,4
33,-11,45522,Christiaan Bezuidenhout,-0.875,-3.499,-4.509,1.010,4
33,-11,28089,Jason Day,-0.875,-3.499,-3.921,.422,4
33,37,39977,Max Homa,-0.875,-3.499,-.786,-2.713,4
33,13,48153,Matthieu Pavon,-0.875,-3.499,-2.217,-1.282,4
33,0,49771,J.T. Poston,-0.875,-3.499,-1.272,-2.227,4
33,-29,46046,Scottie Scheffler,-0.875,-3.499,-1.599,-1.900,4
39,1,36799,Stephan Jaeger,-1.125,-4.499,-8.320,3.821,4
39,-9,33448,Justin Thomas,-1.125,-4.499,1.059,-5.558,4
41,9,33399,Adam Hadwin,-1.375,-5.499,-4.947,-.552,4
41,-8,58168,Davis Thompson,-1.375,-5.499,-1.077,-4.422,4
43,-27,46414,Aaron Rai,-1.625,-6.499,-3.137,-3.362,4
43,18,57366,Cameron Young,-1.625,-6.499,-9.212,2.713,4
45,-33,56630,Akshay Bhatia,-1.875,-7.499,-8.406,.907,4
46,-28,47591,Eric Cole,-2.375,-9.499,-5.806,-3.693,4
46,-28,57362,Austin Eckroat,-2.375,-9.499,-5.192,-4.307,4
48,-2,51634,Sahith Theegala,-3.375,-13.499,-4.744,-8.755,4
