RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,52215,Robert MacIntyre,3.207,12.828,8.704,4.124,4
2,0,24502,Adam Scott,2.957,11.828,6.816,5.012,4
3,0,37250,Romain Langasque,2.457,9.828,2.966,6.862,4
4,0,52955,Ludvig Åberg,2.207,8.828,4.961,3.867,4
4,8,39971,Sungjae Im,2.207,8.828,6.227,2.601,4
4,0,28237,Rory McIlroy,2.207,8.828,10.325,-1.497,4
4,0,50525,Collin Morikawa,2.207,8.828,4.739,4.089,4
4,3,46414,Aaron Rai,2.207,8.828,3.125,5.703,4
4,0,51634,Sahith Theegala,2.207,8.828,3.902,4.926,4
10,0,51766,Wyndham Clark,1.957,7.828,1.082,6.746,4
10,0,39997,Corey Conners,1.957,7.828,3.819,4.009,4
10,0,54190,Richard Mansell,1.957,7.828,2.037,5.791,4
10,0,27349,Alex Noren,1.957,7.828,5.509,2.319,4
10,0,47679,Victor Perez,1.957,7.828,1.806,6.022,4
15,0,50762,Alejandro Del Rey,1.707,6.828,3.550,3.278,4
15,0,55182,Tom Kim,1.707,6.828,6.990,-.162,4
15,0,33199,Matteo Manassero,1.707,6.828,7.849,-1.021,4
15,0,35706,Niklas Norgaard,1.707,6.828,9.741,-2.913,4
15,0,48081,Xander Schauffele,1.707,6.828,4.254,2.574,4
15,0,50584,Connor Syme,1.707,6.828,-.747,7.575,4
21,5,51977,Max Greyserman,1.457,5.828,2.860,2.968,4
21,0,27644,Brian Harman,1.457,5.828,7.208,-1.380,4
21,0,52686,Rasmus Højgaard,1.457,5.828,3.413,2.415,4
21,0,30957,Max Kieffer,1.457,5.828,2.369,3.459,4
21,0,35296,Haotong Li,1.457,5.828,9.348,-3.520,4
26,0,51661,Nick Bachem,1.207,4.828,2.890,1.938,4
26,0,32367,Jorge Campillo,1.207,4.828,5.729,-.901,4
26,0,45157,Cam Davis,1.207,4.828,8.449,-3.621,4
26,0,33653,Thomas Detry,1.207,4.828,3.193,1.635,4
26,0,55955,Matthew Jordan,1.207,4.828,2.254,2.574,4
26,0,37455,Si Woo Kim,1.207,4.828,5.018,-.190,4
26,0,48051,Yannik Paul,1.207,4.828,-.134,4.962,4
26,0,46646,Antoine Rozner,1.207,4.828,4.882,-.054,4
34,0,34099,Harris English,0.957,3.828,3.477,.351,4
34,0,30911,Tommy Fleetwood,0.957,3.828,6.805,-2.977,4
34,0,33399,Adam Hadwin,0.957,3.828,-.815,4.643,4
34,0,48117,Kurt Kitayama,0.957,3.828,3.071,.757,4
34,0,57586,Jesper Svensson,0.957,3.828,2.917,.911,4
39,0,40098,Matt Fitzpatrick,0.707,2.828,-3.812,6.640,4
39,0,37066,Grant Forrest,0.707,2.828,.823,2.005,4
39,-34,54591,Ben Griffin,0.707,2.828,5.474,-2.646,4
39,0,52453,Nicolai Højgaard,0.707,2.828,5.502,-2.674,4
39,22,33968,Thorbjørn Olesen,0.707,2.828,.455,2.373,4
39,0,39113,Shubhankar Sharma,0.707,2.828,2.522,.306,4
39,0,40006,Erik van Rooyen,0.707,2.828,5.263,-2.435,4
46,-39,47591,Eric Cole,0.457,1.828,-3.533,5.361,4
46,0,48936,Ugo Coussaud,0.457,1.828,-1.289,3.117,4
46,0,49813,Daniel Hillier,0.457,1.828,-.458,2.286,4
46,31,54628,Lee Hodges,0.457,1.828,1.706,.122,4
46,0,46717,Viktor Hovland,0.457,1.828,-3.120,4.948,4
46,0,35506,Mackenzie Hughes,0.457,1.828,-3.146,4.974,4
46,6,36884,Ben Kohles,0.457,1.828,1.348,.480,4
46,0,47443,Junghwan Lee,0.457,1.828,-.721,2.549,4
46,0,25198,Francesco Molinari,0.457,1.828,.645,1.183,4
46,-45,58168,Davis Thompson,0.457,1.828,2.794,-.966,4
46,-34,30927,Brendon Todd,0.457,1.828,-2.650,4.478,4
57,0,29936,Ryan Fox,0.207,0.828,3.538,-2.710,4
57,0,12716,Charley Hoffman,0.207,0.828,1.215,-.387,4
57,-23,55893,Sam Stevens,0.207,0.828,1.441,-.613,4
57,0,25493,Nick Taylor,0.207,0.828,2.318,-1.490,4
61,0,57259,Daniel Brown,-0.043,-0.172,-2.384,2.212,4
62,-10,20229,Stewart Cink,-0.293,-1.172,-3.182,2.010,4
62,0,23481,Marcel Siem,-0.293,-1.172,2.229,-3.401,4
62,0,33448,Justin Thomas,-0.293,-1.172,-1.622,.450,4
65,-48,28252,Seamus Power,-0.543,-2.172,-5.424,3.252,4
65,0,33870,Ashun Wu,-0.543,-2.172,-5.273,3.101,4
67,0,33459,Jens Dantorp,-0.793,-3.172,-2.243,-.929,4
67,6,40162,Justin Lower,-0.793,-3.172,-6.540,3.368,4
67,0,31323,Gary Woodland,-0.793,-3.172,4.003,-7.175,4
70,0,28340,Julien Guerrier,-1.043,-4.172,-6.698,2.526,4
70,0,39977,Max Homa,-1.043,-4.172,-4.172,.000,4
70,-63,51997,Andrew Novak,-1.043,-4.172,-3.912,-.260,4
73,0,37378,Min Woo Lee,-1.793,-7.172,-3.801,-3.371,4
74,0,55789,Taylor Montgomery,-2.043,-8.172,-10.572,2.400,4
