RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,3,33948,Byeong Hun An,2.938,11.751,8.338,3.413,4
1,44,33141,Keegan Bradley,2.938,11.751,7.150,4.601,4
1,0,34213,Grayson Murray,2.938,11.751,8.947,2.804,4
4,48,34098,Russell Henley,2.688,10.751,7.733,3.018,4
4,0,55454,Carl Yuan,2.688,10.751,7.584,3.167,4
6,-1,49771,J.T. Poston,2.438,9.751,5.860,3.891,4
7,36,31646,Emiliano Grillo,2.188,8.751,-.118,8.869,4
7,0,48153,Matthieu Pavon,2.188,8.751,5.668,3.083,4
7,45,25493,Nick Taylor,2.188,8.751,5.503,3.248,4
10,4,34099,Harris English,1.938,7.751,3.261,4.490,4
10,0,40250,Taylor Pendrith,1.938,7.751,2.683,5.068,4
10,30,34256,Andrew Putnam,1.938,7.751,1.450,6.301,4
13,1,56630,Akshay Bhatia,1.688,6.751,5.823,.928,4
13,1,47591,Eric Cole,1.688,6.751,3.205,3.546,4
13,1,34363,Tyrrell Hatton,1.688,6.751,6.717,.034,4
13,0,32757,Patton Kizzire,1.688,6.751,5.878,.873,4
13,0,55789,Taylor Montgomery,1.688,6.751,6.511,.240,4
18,-13,27644,Brian Harman,1.438,5.751,-1.924,7.675,4
18,0,29420,Billy Horschel,1.438,5.751,1.518,4.233,4
18,0,36799,Stephan Jaeger,1.438,5.751,2.320,3.431,4
18,-17,30926,Chris Kirk,1.438,5.751,8.551,-2.800,4
18,0,39327,Ben Silverman,1.438,5.751,3.684,2.067,4
18,0,52374,Brandon Wu,1.438,5.751,5.291,.460,4
24,0,20229,Stewart Cink,1.188,4.751,-.060,4.811,4
24,5,48117,Kurt Kitayama,1.188,4.751,5.004,-.253,4
24,19,47993,Denny McCarthy,1.188,4.751,-3.399,8.150,4
24,0,32640,Troy Merritt,1.188,4.751,3.240,1.511,4
24,-10,36699,Patrick Rodgers,1.188,4.751,1.410,3.341,4
24,0,55893,Sam Stevens,1.188,4.751,3.106,1.645,4
30,17,52955,Ludvig Åberg,0.938,3.751,1.579,2.172,4
30,0,40058,Zac Blair,0.938,3.751,5.572,-1.821,4
30,22,45157,Cam Davis,0.938,3.751,-3.305,7.056,4
30,0,54591,Ben Griffin,0.938,3.751,-.911,4.662,4
30,0,51287,Ryo Hisatsune,0.938,3.751,-3.221,6.972,4
30,0,50188,S.H. Kim,0.938,3.751,2.617,1.134,4
30,0,32791,K.H. Lee,0.938,3.751,7.214,-3.463,4
30,28,32839,Hideki Matsuyama,0.938,3.751,3.944,-.193,4
30,0,39546,Keith Mitchell,0.938,3.751,6.521,-2.770,4
30,0,47888,Taiga Semikawa,0.938,3.751,2.715,1.036,4
30,3,40115,Adam Svensson,0.938,3.751,3.702,.049,4
30,3,30927,Brendon Todd,0.938,3.751,1.546,2.205,4
42,0,57362,Austin Eckroat,0.688,2.751,2.821,-.070,4
42,0,56762,Will Gordon,0.688,2.751,.420,2.331,4
42,0,57975,Harry Hall,0.688,2.751,2.630,.121,4
42,5,47988,Nick Hardy,0.688,2.751,1.234,1.517,4
42,0,12716,Charley Hoffman,0.688,2.751,-.748,3.499,4
42,0,39975,Michael Kim,0.688,2.751,-1.883,4.634,4
42,-17,37455,Si Woo Kim,0.688,2.751,6.278,-3.527,4
42,0,27349,Alex Noren,0.688,2.751,3.102,-.351,4
42,0,30692,Scott Stallings,0.688,2.751,6.072,-3.321,4
42,0,54783,Dylan Wu,0.688,2.751,3.052,-.301,4
52,0,34255,Joseph Bramlett,0.438,1.751,3.331,-1.580,4
52,0,36884,Ben Kohles,0.438,1.751,-.985,2.736,4
52,0,52215,Robert MacIntyre,0.438,1.751,-1.672,3.423,4
52,-30,40006,Erik van Rooyen,0.438,1.751,3.553,-1.802,4
52,-12,48887,Matt Wallace,0.438,1.751,-5.075,6.826,4
57,-24,39997,Corey Conners,0.188,0.751,4.499,-3.748,4
57,0,36801,Mark Hubbard,0.188,0.751,-3.265,4.016,4
57,0,46442,Maverick McNealy,0.188,0.751,-3.001,3.752,4
57,0,57900,Chandler Phillips,0.188,0.751,.831,-.080,4
57,0,46414,Aaron Rai,0.188,0.751,3.073,-2.322,4
57,-17,22405,Justin Rose,0.188,0.751,-1.478,2.229,4
57,0,46441,Robby Shelton,0.188,0.751,-1.404,2.155,4
57,0,58168,Davis Thompson,0.188,0.751,-3.558,4.309,4
65,0,45609,Tyler Duncan,-0.062,-0.249,2.452,-2.701,4
66,-41,51349,Nico Echavarria,-0.312,-1.249,-2.184,.935,4
66,-44,27129,Luke List,-0.312,-1.249,4.481,-5.730,4
66,0,51890,Greyson Sigg,-0.312,-1.249,2.832,-4.081,4
66,0,29221,Webb Simpson,-0.312,-1.249,3.392,-4.641,4
70,0,47420,Jake Knapp,-0.562,-2.249,-1.299,-.950,4
70,0,38991,Alejandro Tosti,-0.562,-2.249,-2.169,-.080,4
72,0,34076,Joel Dahmen,-0.812,-3.249,2.927,-6.176,4
72,0,35310,Lanto Griffin,-0.812,-3.249,-2.189,-1.060,4
74,0,59442,Parker Coody,-1.062,-4.249,.206,-4.455,4
74,0,48632,Yuto Katsuragawa,-1.062,-4.249,-4.401,.152,4
74,0,40162,Justin Lower,-1.062,-4.249,-.848,-3.401,4
74,-24,28252,Seamus Power,-1.062,-4.249,5.137,-9.386,4
74,0,35617,Martin Trainer,-1.062,-4.249,1.212,-5.461,4
79,0,54328,Norman Xiong,-1.312,-5.249,-2.736,-2.513,4
80,0,54421,Garrick Higgo,-1.812,-7.249,-7.524,.275,4
80,0,36871,Matt NeSmith,-1.812,-7.249,-6.639,-.610,4
