RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,27064,Jhonattan Vegas,3.481,13.922,8.943,4.979,4
2,0,51977,Max Greyserman,3.231,12.922,5.526,7.396,4
3,0,23108,Matt Kuchar,2.981,11.922,14.181,-2.259,4
3,0,46442,Maverick McNealy,2.981,11.922,7.927,3.995,4
5,0,40250,Taylor Pendrith,2.731,10.922,7.657,3.265,4
6,0,54576,Patrick Fishburn,2.481,9.922,5.913,4.009,4
6,0,48117,Kurt Kitayama,2.481,9.922,11.223,-1.301,4
6,0,51634,Sahith Theegala,2.481,9.922,5.275,4.647,4
9,0,32791,K.H. Lee,2.231,8.922,1.981,6.941,4
9,0,36871,Matt NeSmith,2.231,8.922,7.956,.966,4
9,0,39324,J.J. Spaun,2.231,8.922,6.168,2.754,4
12,0,47504,Sam Burns,1.981,7.922,4.003,3.919,4
12,0,52372,Cameron Champ,1.981,7.922,2.388,5.534,4
12,0,29725,Tony Finau,1.981,7.922,5.457,2.465,4
12,0,49947,Taylor Moore,1.981,7.922,1.561,6.361,4
12,0,30163,Henrik Norlander,1.981,7.922,10.711,-2.789,4
12,0,48867,Matti Schmid,1.981,7.922,5.549,2.373,4
12,0,46340,Alex Smalley,1.981,7.922,9.877,-1.955,4
19,0,60004,Jacob Bridgeman,1.731,6.922,4.922,2.000,4
19,0,45157,Cam Davis,1.731,6.922,8.877,-1.955,4
19,0,35506,Mackenzie Hughes,1.731,6.922,1.900,5.022,4
19,0,34256,Andrew Putnam,1.731,6.922,6.442,.480,4
19,0,50493,Justin Suh,1.731,6.922,1.855,5.067,4
24,0,52514,Trace Crowe,1.481,5.922,2.926,2.996,4
24,0,52375,Doug Ghim,1.481,5.922,9.633,-3.711,4
24,0,31646,Emiliano Grillo,1.481,5.922,2.642,3.280,4
24,0,57975,Harry Hall,1.481,5.922,4.019,1.903,4
24,0,36884,Ben Kohles,1.481,5.922,.722,5.200,4
24,0,51997,Andrew Novak,1.481,5.922,5.969,-.047,4
24,0,47983,Chad Ramey,1.481,5.922,3.523,2.399,4
24,0,27139,David Skinns,1.481,5.922,2.845,3.077,4
24,0,48887,Matt Wallace,1.481,5.922,5.838,.084,4
33,0,29535,Brice Garnett,1.231,4.922,3.388,1.534,4
33,0,29478,Kevin Kisner,1.231,4.922,1.528,3.394,4
33,0,35879,Kelly Kraft,1.231,4.922,2.322,2.600,4
33,0,40162,Justin Lower,1.231,4.922,2.804,2.118,4
37,0,34255,Joseph Bramlett,0.981,3.922,4.577,-.655,4
37,0,25818,Scott Piercy,0.981,3.922,5.171,-1.249,4
37,0,28252,Seamus Power,0.981,3.922,5.753,-1.831,4
37,0,36699,Patrick Rodgers,0.981,3.922,3.947,-.025,4
37,0,63807,Neal Shipley,0.981,3.922,5.326,-1.404,4
37,0,40115,Adam Svensson,0.981,3.922,4.763,-.841,4
37,0,31323,Gary Woodland,0.981,3.922,9.067,-5.145,4
44,0,35310,Lanto Griffin,0.731,2.922,1.876,1.046,4
44,0,60067,Joe Highsmith,0.731,2.922,1.980,.942,4
46,0,33141,Keegan Bradley,0.481,1.922,2.645,-.723,4
46,0,20229,Stewart Cink,0.481,1.922,.176,1.746,4
46,0,39067,MJ Daffue,0.481,1.922,1.619,.303,4
46,0,47988,Nick Hardy,0.481,1.922,1.908,.014,4
46,0,39546,Keith Mitchell,0.481,1.922,5.298,-3.376,4
46,0,47995,Davis Riley,0.481,1.922,-.315,2.237,4
46,0,34431,Robert Streb,0.481,1.922,-1.429,3.351,4
53,0,22371,Aaron Baddeley,0.231,0.922,-6.322,7.244,4
53,0,45609,Tyler Duncan,0.231,0.922,.183,.739,4
53,0,24024,Zach Johnson,0.231,0.922,.187,.735,4
53,0,39327,Ben Silverman,0.231,0.922,-1.618,2.540,4
53,0,50095,Austin Smotherman,0.231,0.922,5.801,-4.879,4
53,0,54783,Dylan Wu,0.231,0.922,-2.984,3.906,4
59,0,59095,Chris Gotterup,-0.020,-0.078,-.346,.268,4
59,0,12716,Charley Hoffman,-0.020,-0.078,5.342,-5.420,4
59,0,59143,Mac Meissner,-0.020,-0.078,2.262,-2.340,4
59,0,47347,Adam Schenk,-0.020,-0.078,-.737,.659,4
59,0,50484,Hayden Springer,-0.020,-0.078,2.629,-2.707,4
64,0,56630,Akshay Bhatia,-0.270,-1.078,1.437,-2.515,4
64,0,55893,Sam Stevens,-0.270,-1.078,-1.945,.867,4
64,0,27214,Kevin Streelman,-0.270,-1.078,-.997,-.081,4
67,0,48084,Wesley Bryan,-0.520,-2.078,-.677,-1.401,4
67,0,32366,Kevin Chappell,-0.520,-2.078,-2.839,.761,4
67,0,51696,Rico Hoey,-0.520,-2.078,-1.489,-.589,4
67,0,46441,Robby Shelton,-0.520,-2.078,-1.171,-.907,4
71,0,52513,Carson Young,-1.020,-4.078,-1.729,-2.349,4
72,0,59836,Pierceson Coody,-1.270,-5.078,-5.475,.397,4
73,0,39954,Cody Gribble,-1.770,-7.078,-4.790,-2.288,4
73,0,45242,Kevin Yu,-1.770,-7.078,-5.061,-2.017,4
