RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,45,40058,Zac Blair,3.032,12.128,12.999,-.871,4
1,29,59836,Pierceson Coody,3.032,12.128,6.015,6.113,4
1,11,57975,Harry Hall,3.032,12.128,9.992,2.136,4
1,25,51696,Rico Hoey,3.032,12.128,10.253,1.875,4
1,74,36871,Matt NeSmith,3.032,12.128,3.951,8.177,4
6,0,60369,Sam Bairstow,2.532,10.128,7.873,2.255,4
6,0,29289,S.Y. Noh,2.532,10.128,7.039,3.089,4
6,0,63807,Neal Shipley,2.532,10.128,7.230,2.898,4
6,40,48119,Ben Taylor,2.532,10.128,4.262,5.866,4
10,0,35310,Lanto Griffin,2.282,9.128,4.263,4.865,4
10,2,34587,Chan Kim,2.282,9.128,8.637,.491,4
10,0,26476,Chez Reavie,2.282,9.128,6.501,2.627,4
10,0,48640,Johannes Veerman,2.282,9.128,3.092,6.036,4
10,0,52374,Brandon Wu,2.282,9.128,3.650,5.478,4
15,0,54576,Patrick Fishburn,2.032,8.128,1.246,6.882,4
16,0,64594,Angel Hidalgo Portillo,1.782,7.128,5.524,1.604,4
16,4,59143,Mac Meissner,1.782,7.128,7.377,-.249,4
16,0,48052,Max Rottluff,1.782,7.128,7.430,-.302,4
16,0,34371,Adrien Saddier,1.782,7.128,4.496,2.632,4
16,0,35314,Andy Sullivan,1.782,7.128,5.730,1.398,4
21,0,39954,Cody Gribble,1.532,6.128,5.288,.840,4
21,0,26596,Ryan Moore,1.532,6.128,1.167,4.961,4
21,40,50095,Austin Smotherman,1.532,6.128,6.152,-.024,4
21,0,48699,Callum Tarren,1.532,6.128,4.398,1.730,4
25,0,57330,Matthis Besard,1.282,5.128,5.387,-.259,4
25,36,32366,Kevin Chappell,1.282,5.128,-2.527,7.655,4
25,0,59077,Spencer Cross,1.282,5.128,1.996,3.132,4
25,0,31202,William McGirt,1.282,5.128,2.922,2.206,4
25,36,30163,Henrik Norlander,1.282,5.128,4.058,1.070,4
25,9,37275,Sam Ryder,1.282,5.128,2.196,2.932,4
31,0,37446,Jacques Kruyswijk,1.032,4.128,1.222,2.906,4
31,0,46113,Ryan McCormick,1.032,4.128,-2.403,6.531,4
31,0,55420,Cooper Musselman,1.032,4.128,2.930,1.198,4
31,0,30756,Andrea Pavan,1.032,4.128,4.999,-.871,4
31,-13,39327,Ben Silverman,1.032,4.128,2.959,1.169,4
31,0,54783,Dylan Wu,1.032,4.128,3.206,.922,4
37,-35,66743,Luke Clanton,0.782,3.128,4.065,-.937,4
37,0,46594,Ricardo Gouveia,0.782,3.128,1.825,1.303,4
37,0,33122,Russell Knox,0.782,3.128,2.516,.612,4
37,24,36326,David Lipsky,0.782,3.128,6.627,-3.499,4
37,0,46340,Alex Smalley,0.782,3.128,-.012,3.140,4
37,-30,50484,Hayden Springer,0.782,3.128,1.309,1.819,4
37,0,59827,Tom Vaillant,0.782,3.128,6.114,-2.986,4
37,0,29939,Fabrizio Zanotti,0.782,3.128,5.610,-2.482,4
45,0,39067,MJ Daffue,0.532,2.128,.955,1.173,4
45,0,32344,Lukas Nemecz,0.532,2.128,3.394,-1.266,4
45,0,47983,Chad Ramey,0.532,2.128,3.426,-1.298,4
45,-22,39324,J.J. Spaun,0.532,2.128,1.528,.600,4
45,0,32333,Kevin Tway,0.532,2.128,.354,1.774,4
50,0,24925,Jonathan Byrd,0.282,1.128,1.545,-.417,4
50,0,32757,Patton Kizzire,0.282,1.128,3.610,-2.482,4
50,0,34607,Francesco Laporta,0.282,1.128,-1.539,2.667,4
53,8,33486,Roger Sloan,0.032,0.128,-1.005,1.133,4
53,0,27649,Brandt Snedeker,0.032,0.128,-1.317,1.445,4
55,0,55074,Sebastian Friedrichsen,-0.218,-0.872,2.011,-2.883,4
55,-21,50188,S.H. Kim,-0.218,-0.872,-.365,-.507,4
55,0,46404,Marcus Kinhult,-0.218,-0.872,-2.957,2.085,4
55,0,55940,Andrew Wilson,-0.218,-0.872,-.756,-.116,4
59,0,22371,Aaron Baddeley,-0.468,-1.872,.876,-2.748,4
59,-25,55708,Hayden Buckley,-0.468,-1.872,-5.174,3.302,4
59,0,47988,Nick Hardy,-0.468,-1.872,5.863,-7.735,4
59,0,32640,Troy Merritt,-0.468,-1.872,.762,-2.634,4
63,0,54421,Garrick Higgo,-0.718,-2.872,-3.510,.638,4
64,-12,24924,Bill Haas,-0.968,-3.872,-4.810,.938,4
64,-12,32448,James Hahn,-0.968,-3.872,-6.262,2.390,4
64,0,29478,Kevin Kisner,-0.968,-3.872,-5.634,1.762,4
67,0,37212,Paul Barjon,-1.468,-5.872,-5.836,-.036,4
