RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,1,58168,Davis Thompson,4.674,18.694,11.256,7.438,4
2,8,66743,Luke Clanton,3.674,14.694,12.773,1.921,4
2,0,29908,C.T. Pan,3.674,14.694,11.514,3.180,4
2,0,57364,Michael Thorbjornsen,3.674,14.694,12.086,2.608,4
5,26,54591,Ben Griffin,3.424,13.694,5.983,7.711,4
5,0,52513,Carson Young,3.424,13.694,9.365,4.329,4
7,-1,47591,Eric Cole,2.924,11.694,8.290,3.404,4
7,0,47993,Denny McCarthy,2.924,11.694,7.909,3.785,4
7,13,51997,Andrew Novak,2.924,11.694,4.569,7.125,4
7,-5,46414,Aaron Rai,2.924,11.694,2.776,8.918,4
7,3,50484,Hayden Springer,2.924,11.694,8.427,3.267,4
12,19,57975,Harry Hall,2.674,10.694,7.722,2.972,4
12,0,39971,Sungjae Im,2.674,10.694,8.532,2.162,4
12,0,34587,Chan Kim,2.674,10.694,7.947,2.747,4
12,0,30927,Brendon Todd,2.674,10.694,2.811,7.883,4
12,0,52666,Sami Valimaki,2.674,10.694,2.932,7.762,4
17,0,28252,Seamus Power,2.424,9.694,8.606,1.088,4
18,0,39546,Keith Mitchell,2.174,8.694,10.043,-1.349,4
18,-1,39327,Ben Silverman,2.174,8.694,6.485,2.209,4
20,0,59143,Mac Meissner,1.924,7.694,5.326,2.368,4
20,5,27064,Jhonattan Vegas,1.924,7.694,9.778,-2.084,4
20,11,45242,Kevin Yu,1.924,7.694,5.091,2.603,4
23,0,28089,Jason Day,1.674,6.694,3.165,3.529,4
23,0,25900,Lucas Glover,1.674,6.694,4.803,1.891,4
23,-13,39324,J.J. Spaun,1.674,6.694,4.518,2.176,4
26,5,51977,Max Greyserman,1.424,5.694,7.309,-1.615,4
26,-20,51696,Rico Hoey,1.424,5.694,4.359,1.335,4
26,37,24024,Zach Johnson,1.424,5.694,3.187,2.507,4
26,0,34046,Jordan Spieth,1.424,5.694,2.590,3.104,4
30,33,59836,Pierceson Coody,1.174,4.694,-.484,5.178,4
30,0,49771,J.T. Poston,1.174,4.694,-1.183,5.877,4
32,0,34563,Chesson Hadley,0.924,3.694,4.177,-.483,4
32,20,36801,Mark Hubbard,0.924,3.694,2.235,1.459,4
34,10,55708,Hayden Buckley,0.674,2.694,4.223,-1.529,4
34,0,39436,Joshua Creel,0.674,2.694,7.381,-4.687,4
34,0,29535,Brice Garnett,0.674,2.694,3.413,-.719,4
34,0,52375,Doug Ghim,0.674,2.694,4.851,-2.157,4
34,0,50188,S.H. Kim,0.674,2.694,-2.653,5.347,4
34,-3,36699,Patrick Rodgers,0.674,2.694,-.084,2.778,4
34,0,37275,Sam Ryder,0.674,2.694,2.852,-.158,4
34,23,46441,Robby Shelton,0.674,2.694,3.816,-1.122,4
34,-24,55893,Sam Stevens,0.674,2.694,.093,2.601,4
34,0,40115,Adam Svensson,0.674,2.694,6.419,-3.725,4
44,0,52514,Trace Crowe,0.424,1.694,2.903,-1.209,4
44,23,57900,Chandler Phillips,0.424,1.694,-2.385,4.079,4
46,0,40058,Zac Blair,0.174,0.694,1.644,-.950,4
46,-21,34076,Joel Dahmen,0.174,0.694,6.124,-5.430,4
46,0,47663,Kevin Dougherty,0.174,0.694,-.365,1.059,4
46,0,50497,Adrien Dumont de Chassart,0.174,0.694,-.366,1.060,4
46,11,27214,Kevin Streelman,0.174,0.694,1.888,-1.194,4
46,0,48119,Ben Taylor,0.174,0.694,-1.475,2.169,4
52,0,20229,Stewart Cink,-0.077,-0.306,-1.561,1.255,4
52,11,51349,Nico Echavarria,-0.077,-0.306,-1.463,1.157,4
52,0,29970,Dylan Frittelli,-0.077,-0.306,-3.816,3.510,4
52,0,24924,Bill Haas,-0.077,-0.306,-1.803,1.497,4
52,0,32448,James Hahn,-0.077,-0.306,-2.192,1.886,4
52,-8,60767,Blaine Hale Jr.,-0.077,-0.306,-1.702,1.396,4
52,-21,51287,Ryo Hisatsune,-0.077,-0.306,3.906,-4.212,4
52,-21,47420,Jake Knapp,-0.077,-0.306,-.762,.456,4
52,-32,36884,Ben Kohles,-0.077,-0.306,-.796,.490,4
61,-9,34021,Bud Cauley,-0.327,-1.306,-.602,-.704,4
61,0,32366,Kevin Chappell,-0.327,-1.306,-3.053,1.747,4
61,0,24980,Scott Gutschewski,-0.327,-1.306,-5.128,3.822,4
61,-30,35461,Beau Hossler,-0.327,-1.306,-2.324,1.018,4
61,0,36326,David Lipsky,-0.327,-1.306,-.476,-.830,4
61,0,30163,Henrik Norlander,-0.327,-1.306,2.151,-3.457,4
61,0,33968,Thorbjørn Olesen,-0.327,-1.306,-3.167,1.861,4
61,-30,33486,Roger Sloan,-0.327,-1.306,-1.504,.198,4
61,0,50095,Austin Smotherman,-0.327,-1.306,2.527,-3.833,4
61,0,49960,Sepp Straka,-0.327,-1.306,1.725,-3.031,4
61,0,52411,Kyle Westmoreland,-0.327,-1.306,2.800,-4.106,4
72,0,56149,Wilson Furr,-0.577,-2.306,1.658,-3.964,4
73,-48,40162,Justin Lower,-0.827,-3.306,-5.007,1.701,4
73,0,50493,Justin Suh,-0.827,-3.306,-3.435,.129,4
75,0,36871,Matt NeSmith,-1.077,-4.306,1.201,-5.507,4
75,0,23320,Ryan Palmer,-1.077,-4.306,-4.122,-.184,4
77,0,54628,Lee Hodges,-1.327,-5.306,2.938,-8.244,4
