RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,46046,Scottie Scheffler,4.282,17.126,15.898,1.228,4
2,0,51766,Wyndham Clark,4.032,16.126,10.028,6.098,4
2,10,27644,Brian Harman,4.032,16.126,10.476,5.650,4
2,23,48081,Xander Schauffele,4.032,16.126,11.086,5.040,4
5,0,40098,Matt Fitzpatrick,3.282,13.126,5.831,7.295,4
6,24,37455,Si Woo Kim,3.032,12.126,7.354,4.772,4
6,6,32839,Hideki Matsuyama,3.032,12.126,14.171,-2.045,4
8,17,52955,Ludvig Åberg,2.782,11.126,12.356,-1.230,4
9,0,46442,Maverick McNealy,2.532,10.126,7.696,2.430,4
9,-3,51634,Sahith Theegala,2.532,10.126,1.729,8.397,4
11,0,34076,Joel Dahmen,2.282,9.126,13.018,-3.892,4
11,0,55789,Taylor Montgomery,2.282,9.126,2.527,6.599,4
13,31,45522,Christiaan Bezuidenhout,2.032,8.126,6.270,1.856,4
13,5,39997,Corey Conners,2.032,8.126,5.746,2.380,4
13,0,28775,Nate Lashley,2.032,8.126,8.887,-.761,4
16,0,52375,Doug Ghim,1.782,7.126,4.081,3.045,4
16,0,37275,Sam Ryder,1.782,7.126,2.572,4.554,4
16,41,49960,Sepp Straka,1.782,7.126,8.426,-1.300,4
19,2,34099,Harris English,1.532,6.126,6.590,-.464,4
19,0,48117,Kurt Kitayama,1.532,6.126,4.415,1.711,4
19,-16,33204,Shane Lowry,1.532,6.126,7.266,-1.140,4
19,2,28237,Rory McIlroy,1.532,6.126,2.030,4.096,4
19,0,27349,Alex Noren,1.532,6.126,4.758,1.368,4
19,0,47347,Adam Schenk,1.532,6.126,6.553,-.427,4
19,0,54783,Dylan Wu,1.532,6.126,4.116,2.010,4
26,4,35506,Mackenzie Hughes,1.282,5.126,8.369,-3.243,4
26,18,30926,Chris Kirk,1.282,5.126,5.872,-.746,4
26,0,36871,Matt NeSmith,1.282,5.126,5.303,-.177,4
26,0,48867,Matti Schmid,1.282,5.126,3.220,1.906,4
26,-14,25493,Nick Taylor,1.282,5.126,.612,4.514,4
31,0,36801,Mark Hubbard,1.032,4.126,10.542,-6.416,4
31,-13,39971,Sungjae Im,1.032,4.126,6.156,-2.030,4
31,0,33413,Ben Martin,1.032,4.126,.046,4.080,4
31,17,49947,Taylor Moore,1.032,4.126,4.506,-.380,4
35,1,28089,Jason Day,0.782,3.126,-.194,3.320,4
35,0,30911,Tommy Fleetwood,0.782,3.126,-1.253,4.379,4
35,0,29535,Brice Garnett,0.782,3.126,2.909,.217,4
35,-23,54628,Lee Hodges,0.782,3.126,-.677,3.803,4
35,13,47993,Denny McCarthy,0.782,3.126,-.834,3.960,4
35,0,46414,Aaron Rai,0.782,3.126,3.967,-.841,4
35,0,51600,Jimmy Stanger,0.782,3.126,-.468,3.594,4
42,0,36326,David Lipsky,0.532,2.126,2.193,-.067,4
42,-17,34213,Grayson Murray,0.532,2.126,3.050,-.924,4
42,9,29908,C.T. Pan,0.532,2.126,7.675,-5.549,4
45,-15,47504,Sam Burns,0.282,1.126,1.218,-.092,4
45,-9,57362,Austin Eckroat,0.282,1.126,4.314,-3.188,4
45,0,29725,Tony Finau,0.282,1.126,-.153,1.279,4
45,12,47420,Jake Knapp,0.282,1.126,-2.892,4.018,4
45,0,26596,Ryan Moore,0.282,1.126,7.045,-5.919,4
45,0,50525,Collin Morikawa,0.282,1.126,2.643,-1.517,4
45,10,49771,J.T. Poston,0.282,1.126,-.135,1.261,4
45,0,24502,Adam Scott,0.282,1.126,-3.064,4.190,4
53,-45,34256,Andrew Putnam,0.032,0.126,3.175,-3.049,4
54,0,40058,Zac Blair,-0.219,-0.874,.280,-1.154,4
54,-46,31646,Emiliano Grillo,-0.219,-0.874,.569,-1.443,4
54,-42,35532,Tom Hoge,-0.219,-0.874,-6.120,5.246,4
54,0,27936,Martin Laird,-0.219,-0.874,-4.817,3.943,4
54,-10,37378,Min Woo Lee,-0.219,-0.874,-.816,-.058,4
54,0,25198,Francesco Molinari,-0.219,-0.874,-2.825,1.951,4
54,0,52666,Sami Valimaki,-0.219,-0.874,.011,-.885,4
54,-18,57366,Cameron Young,-0.219,-0.874,4.241,-5.115,4
62,0,33653,Thomas Detry,-0.469,-1.874,-6.931,5.057,4
62,-26,46717,Viktor Hovland,-0.469,-1.874,-2.682,.808,4
64,0,45609,Tyler Duncan,-0.719,-2.874,-2.058,-.816,4
64,-56,39977,Max Homa,-0.719,-2.874,-4.703,1.829,4
64,-43,28252,Seamus Power,-0.719,-2.874,-2.560,-.314,4
64,0,39324,J.J. Spaun,-0.719,-2.874,-5.690,2.816,4
68,-32,35450,Patrick Cantlay,-1.219,-4.874,-3.897,-.977,4
68,-32,32102,Rickie Fowler,-1.219,-4.874,-6.124,1.250,4
68,0,34587,Chan Kim,-1.219,-4.874,-1.411,-3.463,4
68,0,34466,Peter Malnati,-1.219,-4.874,-6.512,1.638,4
72,0,31323,Gary Woodland,-1.469,-5.874,-1.224,-4.650,4
73,0,39546,Keith Mitchell,-1.719,-6.874,-.707,-6.167,4
